long,lat,id,plaza,tipo,tipo_norma,materiales,dias_y_horario,cooperativa,calle,altura,calle2,direccion,barrio,comuna,observaciones
-58.3683169971599,-34.6186195846285,116,Ministerio de Agroindustria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Paseo Colon,922,,PASEO COLON AV. 922,San Telmo,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.368311075738795,-34.6190342423535,117,Ministerio de Agroindustria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Paseo Colon,922,,PASEO COLON AV. 922,San Telmo,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3858457632829,-34.5777704064935,118,Escuelas Villa,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Ramon Castillo,1750,,"CASTILLO, RAMON S., PRES. AV. 1750",Retiro,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.369794321569394,-34.612040196394304,119,SENASA,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Paseo Colon,367,,PASEO COLON AV. 367,Monserrat,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.369819757097204,-34.6114277241339,120,SENASA,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Paseo Colon,315,,PASEO COLON AV. 315,Monserrat,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.38095968410279,-34.626379343408296,121,Plaza de la Constitución,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Lima,0,Av. Juan de Garay,"LIMA y GARAY, JUAN DE AV.",Constitucion,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.397925720697096,-34.5999282384497,122,Facultad de Ciencias Economicas UBA,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Cordoba,2122,,CORDOBA AV. 2122,Balvanera,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.41527627270229,-34.5968249453107,123,EPC Nº 13 D.E. 2 Escuela República Islámica de Irán,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,José Antonio Cabrera,3484,,"CABRERA, JOSE A. 3484",Recoleta,Comuna 2,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.37752803076079,-34.63924249556,124,Vea Barracas,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Herrera,813,,HERRERA 813,Barracas,Comuna 4,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3937483970251,-34.623731337712606,125,Comuna 3,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Sarandí,1273,,SARANDI 1273,San Cristobal,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4055508700678,-34.611845942483804,126,"Liceo Nº 10 D.E. 06 ""Ricardo Rojas""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Jujuy,150,,JUJUY AV. 150,Balvanera,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.394631560892805,-34.6245472838561,127,Fundación Nueva Generación del Deporte,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Rincon,1328,,RINCON 1328,San Cristobal,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4180255553839,-34.5629574474406,128,Club Alemán de Equitación,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,DORREGO AV.,4045,,DORREGO AV. 4045,Palermo,Comuna 14,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3971126299119,-34.6071140361298,129,Club Vasco Argentino Gure Echea,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"PERON, JUAN DOMINGO, TTE. GENERAL",2143,,"PERON, JUAN DOMINGO, TTE. GENERAL 2143",Balvanera,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4120276666914,-34.6204401187305,130,EMUI,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,INDEPENDENCIA AV.,3277,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.399797305480696,-34.6109584058,131,DGAI,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"YRIGOYEN, HIPOLITO",2346,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4113331249665,-34.6247437969933,132,Espacio Cultural Julián Centeya,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,SAN JUAN AV.,3255,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.415999074084304,-34.651949471180004,133,Plaza Nueva Pompeya,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19hs.,,SAENZ AV.,0,TRAFUL,,,,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.3555503171474,-34.634498398733896,134,Plaza Solís,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,SUAREZ,0,"BRIN, MINISTRO",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.367033935356396,-34.6402364222198,135,Plaza Matheu,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",1050,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3765026407219,-34.6442344490368,136,Plaza Herrera,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,HERRERA,0,"QUINQUELA MARTIN, BENITO",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.461380236558504,-34.6509822636052,137,Huracan Predio La Quemita,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"ACOSTA, MARIANO",1981,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.461014803772,-34.6513653691679,138,Huracán,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"ACOSTA, MARIANO",1981,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3565484190442,-34.6288875839609,139,Usina del Arte,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"CAFFARENA, AGUSTIN R.",1,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.408993656791495,-34.644118112982696,140,Escuela Integral Interdisciplinaria Nº 05 D.E. 5,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"CORTEJARENA, JOSE A.",3350,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.37872867279199,-34.6433067782915,141,"ET Nº10 D.E. 5 ""Fray Luis Beltrán""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",1943,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.373944644187,-34.6545478627232,142,División de Elementos de Seguridad y Defensa de Policia de la Ciudad,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,HERRERA,2424,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.37398372136129,-34.654729980940004,143,División de Elementos de Seguridad y Defensa de Policia de la Ciudad,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Herrera,2424,,HERRERA 2424,Barracas,Comuna 4,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4059435950807,-34.6413893266297,144,Escuelas Villa,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Los patos,3080,,LOS PATOS 3080,Parque Patricios,Comuna 4,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.39391294907271,-34.6516222068863,145,CLUB SOCIAL Y CULTURAL JUVENTUD UNIDA,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"IRIARTE, GRAL. AV.",3276,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.402386576401206,-34.5983374376948,146,"EPC Nº 23 D.E. 1 ""BERNARDINO RIVADAVIA""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Larrea,854,,LARREA 854,Recoleta,Comuna 2,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.413274911468,-34.6359199857677,147,EXO,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,CHICLANA AV.,3444,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.414638298685105,-34.6100417821339,148,FADEEAC,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,SANCHEZ DE BUSTAMANTE,54,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.440529199623,-34.6160565115123,149,Plaza Giordano Bruno,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,GIORDANO,0,NEUQUEN,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.439621739743004,-34.6106967604939,150,JUMBO CABALLITO,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Acoyte,702,,ACOYTE AV. 702,Caballito,Comuna 6,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4471754188456,-34.6248687636232,151,Vea Caballito,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Alberdi,1363,,"ALBERDI, JUAN BAUTISTA AV. 1363",Caballito,Comuna 6,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4352355913796,-34.6119124806784,152,Club Premier,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Campichuelo,472,,CAMPICHUELO 472,Caballito,Comuna 6,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.4462929998569,-34.6271719092038,153,Canada School,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"GOYENA, PEDRO AV.",1345,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.460669315907005,-34.6111101835037,154,Carrefour Caballito,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"ALVAREZ, DONATO, TTE. GRAL.",1351,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4553639903558,-34.632591656053,155,Plaza de la Misericordia,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,LAUTARO,0,"BILBAO, FRANCISCO",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4635811861306,-34.634755459101896,156,Plaza 11 de Noviembre de 1859,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,DIRECTORIO AV.,0,ITALIA,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4635617660853,-34.6338240318414,157,EPC Nº 8 D.E. 11 PEDRO ANTONIO CERVIÑO,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Varela,358,,VARELA 358,Flores,Comuna 7,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4732739489379,-34.6355387818604,158,"E.T. Nº 37 D.E. 11 ""Hogar Naval Stella Maris""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,PERGAMINO,251,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4685674811959,-34.6418222306295,159,Club Pedro Echagüe,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,PORTELA,836,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.462580055765294,-34.6360404996319,160,Ente de Higiene Urbana,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,VARELA,555,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4469488385995,-34.644950343146604,161,EMUI,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Castañares,2350,,CASTAÑARES AV. 2350,Flores,Comuna 7,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.44106167084829,-34.632226333200194,162,Subsede 7,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Emilio Mitre,956,,"MITRE, EMILIO 956",Parque Chacabuco,Comuna 7,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4447338868602,-34.6332448350037,163,Centro Cultural Adams,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"PERON, EVA AV.",1400,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4768387420531,-34.6773889623405,164,Estación Lugano,Punto Verde Especial,punto_verde_especial,Aparatos de informática y comunicación (hasta 3 unid. y accesorios) /pequeños electrodomésticos (hasta 3 un.)/ papel / cartón / metal / vidrio / plástico / telgopor / tetra-brik / Aceite Vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Delfin Gallo,0,Martiniano Leguizamon,"GALLO, DELFIN y LEGUIZAMON, MARTINIANO",Villa Lugano,Comuna 8,"Para entregar los materiales, éstos deben estar limpios y secos - Aceite vegetal usado (frío y en envase cerrado de plástico)."
-58.46568531351561,-34.6835708942023,165,Lugano 1 y 2,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"OLASCOAGA, MANUEL JOSE, CNEL.",5040,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.46932176671449,-34.6648178156257,166,APRA,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,ESCALADA AV.,0,CASTAÑARES AV.,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.440503004623395,-34.6557123492806,167,Escuela 23,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"CHILAVERT, MARTINIANO, CORONEL",2690,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.5272246360147,-34.6509767253947,168,Plaza Sargento Cabral,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"SUAREZ, JOSE LEON",0,MARTINEZ DE HOZ,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.5145011348172,-34.664191050835,169,Carrefour Mataderos,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"PAZ, GRAL. AV.",12950,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.523420254902,-34.6451494567094,170,Plaza Sarmiento,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Cosquin,0,Humaita,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.5194288903226,-34.6337256294711,171,Vélez Sarfield,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Juan b Justo,9200,,"JUSTO, JUAN B. AV. 9200",Liniers,Comuna 9,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.519908674544,-34.633612725639,172,Vélez Sarfield,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"JUSTO, JUAN B. AV.",9200,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.505145425138,-34.6531586515719,173,Liceo Nº 08 D.E. 13 Esteban Echeverría DE 13,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Murguiondo,1568,,MURGUIONDO 1568,Mataderos,Comuna 9,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.514882143773896,-34.6435070961294,174,ASOCIACION DE FOMENTO SANTIAGO DE LINIERS,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Caaguazú,6151,,CAAGUAZU 6151,Liniers,Comuna 9,"Para entregar los materiales, éstos deben estar limpios y secos"
