long,lat,id,plaza,tipo,tipo_norma,materiales,dias_y_horario,cooperativa,calle,altura,calle2,direccion,barrio,comuna,observaciones
-58.521353161434,-34.63655961278361,175,Club del Personal de Dirección del Ferrocarril Domingo Faustino Sarmiento,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,RESERVISTAS ARGENTINOS,219,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.475888886353296,-34.644968981504995,176,Parque Avellaneda Centro Cultural,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,LACARRA AV.,0,"BILBAO, FRANCISCO AV.",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.476532446711204,-34.645104125658,177,Parque Avellaneda Casona,Punto Verde Compactador,punto_verde_compactador,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,LACARRA AV.,0,"BILBAO, FRANCISCO AV.",,,,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.525558629056604,-34.6164893765444,178,Plaza Las Toscaneras de Villa Real,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"LISTA, RAMON, CORONEL",0,MOLIERE,,,,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.521604126390294,-34.6332772855448,179,Carrefour J. B. Justo,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Av. Álvarez Jonte,6383,,ALVAREZ JONTE AV. 6383,Liniers,Comuna 9,"Para entregar los materiales, éstos deben estar limpios y secos
"
-58.4976312780352,-34.6175493766793,180,Plaza Monte Castro,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,GUALEGUAYCHU,0,MIRANDA,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.50837643187489,-34.619168963502,181,Plaza Monseñor Fermin Lafitte,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Allende,0,Arregui,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.476401532237,-34.637417536648606,182,"EPC Nº 19 D.E. 11 ""FRAGATA A.R.A.LIBERTAD""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,José Bonifacio,3650,,"BONIFACIO, JOSE 3650",Floresta,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4817668572731,-34.6345907991708,183,"EPC Nº 3 D.E. 11 ""ANGELA MEDONE DE CAVIGLIA""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Mariano Acosta,45,,"ACOSTA, MARIANO AV. 45",Velez Sarsfield,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.525241191547,-34.621756956998894,184,Escuela Cristiana Evangélica Argentina - Primaria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Irigoyen,2150,,IRIGOYEN 2150,Villa Real,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.413110079659205,-34.594352816816894,185,Instituto Nuevo Guido Spano - Primaria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,BILLINGHURST,1355,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4211347389761,-34.6282950172962,186,Fundación Nueva Generación del Deporte,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"BOCAYUVA, QUINTINO",1241,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4904374847281,-34.6423753956472,187,Fundación Nueva Generación del Deporte,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"ALBERDI, JUAN BAUTISTA AV.",4565,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.49544533880779,-34.6237037069853,188,CLUB SOCIAL Y DEPORTIVO MITRE,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,SEGUROLA AV.,1332,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.522443452473404,-34.6260210517828,189,Ateneo Popular Versailles,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,ROMA,950,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.527242203174296,-34.6208453679222,190,Escuela Infantil Nº 04 D.E. 17Â°,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Simbron,5855,,SIMBRON 5855,Villa Real,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.5228959230774,-34.6129960822181,191,Plaza El Maestro,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"BEIRO, FRANCISCO AV.",0,"CALDERON DE LA BARCA, PEDRO",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.5132257512159,-34.6069386433199,192,"EEEFL Nº3 D.E. Nº17 ""MARÍA DOLORES NAVALLES MIR DE TOBAR GARCIA""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"BEIRO, FRANCISCO AV.",4418,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.48120266763989,-34.571089740085,193,Plaza Marcos Sastre,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,MONROE,0,MILLER,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4893220058591,-34.5649767533706,194,"Esc. Técnica Nº36 ""Alte. Guillermo Brown""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Galván,3300,,GALVAN 3300,Villa Urquiza,Comuna 12,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.510729291743296,-34.5779114229387,195,CLUB CULTURAL Y DEPORTIVO 17 DE AGOSTO,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,ALBARELLOS AV.,2935,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4946654852707,-34.5775342462017,196,Carrefour Villa Urquiza,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,ROOSEVELT FRANKLIN D. AV.,5749,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4583179730124,-34.5773067804736,197,Plaza San Miguel de Caricoits,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,"LORETO, VIRREY",0,DELGADO,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4618441458648,-34.5488121971092,198,Estación Nuñez,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,GRECIA,0,"PEDRAZA, MANUELA",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.477373844994204,-34.5501422433264,199,Parque Saavedra,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,GARCIA DEL RIO AV.,0,PINTO,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4596878772975,-34.575344565769704,200,CARREFOUR MARKET COLEGIALES,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Elcano,3380,,ELCANO AV. 3380,Colegiales,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.465204400348796,-34.5530146064581,201,Carrefour Market,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Cabildo,3190,,CABILDO AV. 3190,Nuñez,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4461426982277,-34.5564926663843,202,Instituto San Román - Nivel Secundario,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Migueletes,2039,,MIGUELETES 2039,Belgrano,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.439178742364795,-34.5513339404419,203,Liceo Franco Argentino Jean Mermoz - Nivel Secundario,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,JURAMENTO,0,CASTAÑEDA,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.457042181196606,-34.5465519536082,204,Club Atlético de Comercio,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. del Libertador,7199,,DEL LIBERTADOR AV. 7199,Nuñez,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.443437051104794,-34.5483859032087,205,SwisoArgentina,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Monroe,801,,MONROE 801,Belgrano,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.443345809060794,-34.5585577508718,206,Club Atlético Excursionistas,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Pampa,1376,,LA PAMPA 1376,Belgrano,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.410348403351,-34.5833365332319,208,Parque Las Heras,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Salguero,2450,,"SALGUERO, JERONIMO 2450",Palermo,Comuna 14,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.421518824786304,-34.574407998881,209,A.C.A.,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Godoy Cruz,0,Demaria,GODOY CRUZ y DEMARIA,Palermo,Comuna 14,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.439302144295205,-34.5640677417524,210,Carrefour Market,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"LACROZE, FEDERICO",1755,,"LACROZE, FEDERICO 1755",Palermo,Comuna 14,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.41725379623071,-34.5918563206636,211,"EPC Nº4 D.E. Nº2 ""AMADEO JACQUE"" - INTENSIFICADA EN EDUCACIÁ“N FÃSICA",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Soler,3929,,SOLER 3929,Palermo,Comuna 14,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4961190457909,-34.599353707427696,212,Instituto Evangélico Americano -Secundaria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Simbron,3160,,SIMBRON 3160,Villa Del Parque,Comuna 11,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4280061048784,-34.5599805772741,213,DGPLU,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,DE LOS OMBUES AV.,0,"BELLO, ANDRES",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.39797820428821,-34.5701589310257,214,Salguero FUTBOL,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"OBLIGADO RAFAEL, AV.COSTANERA",1221,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.397302275543005,-34.570510135180896,215,Salguero GOLF,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,"OBLIGADO RAFAEL, AV.COSTANERA",1221,,,,,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4035791498849,-34.6183365673522,216,"ET Nº 25 D.E. 6 ""Teniente Primero de Artillería Fray Luis Beltrán""",Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Jujuy,780,,JUJUY AV. 780,Balvanera,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.492592369760196,-34.5882935463871,217,Instituto Ntra. Sra. de la Unidad -Secundaria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Nueva York,2467,,NUEVA YORK 2467,Agronomia,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4900411007915,-34.5912674639165,218,Inst. Parroquial Ntra. Sra. de la Unidad -Primaria,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Navarro,2460,,NAVARRO 2460,Agronomia,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4489123357977,-34.5925611337393,219,DGMYT,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Guzman,19,,GUZMAN 19,Chacarita,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4449115817904,-34.6051324960706,220,Polideportivo San Lorenzo,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Antezana,340,,ANTEZANA 340,Villa Crespo,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.471287467200696,-34.5966386874867,221,DG de Salud Mental,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Av. Warnes,2450,,WARNES AV. 2450,Paternal,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4479119832354,-34.6067210515857,222,Plaza 24 de Septiembre,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Rojas,0,Antezana,ROJAS y ANTEZANA,Villa Crespo,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3838514387884,-34.5979066184231,223,Plaza Libertad,Punto Verde Especial,punto_verde_especial,Aparatos de informática y comunicación (hasta 3 unid. y accesorios) /pequeños electrodomésticos (hasta 3 un.)/ papel / cartón / metal / vidrio / plástico / telgopor / tetra-brik / Aceite Vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Paraguay,0,Libertad,PARAGUAY y LIBERTAD,Retiro,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos - Aceite vegetal usado (frío y en envase cerrado de plástico)"
-58.3682396772374,-34.6119825249639,224,Plaza Presidente Juan Domingo Perón,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,Azopardo,0,Belgrano,AZOPARDO y BELGRANO AV.,Monserrat,Comuna 1,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4435310068782,-34.5587164351343,225,Club Atlético Excursionistas,Punto Verde De Interior (Totem),punto_verde_de_interior_totem,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,Pampa,1376,,LA PAMPA 1376,Belgrano,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.442063437532205,-34.5493171801258,226,Paseo de las Américas,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19hs.,,Ramsay,0,Blanco Encalada,RAMSAY y BLANCO ENCALADA,Belgrano,Comuna 13,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4548528582765,-34.5845028297583,227,Plaza Roberto J. Santoro,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Forest,0,Teodoro Garcia,"FOREST AV. y GARCIA, TEODORO",Chacarita,Comuna 15,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.416847407939905,-34.6278405027252,228,Plaza Amaya,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19hs.,,Constitucion,0,Colombres,CONSTITUCION y COLOMBRES,Boedo,Comuna 5,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4082908703102,-34.6100007944876,229,Plaza Miserere,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Av. Rivadavia,0,Ecuador,RIVADAVIA AV. y ECUADOR,Balvanera,Comuna 3,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.443378945142896,-34.6125501349581,230,Plaza Amadeo Sabattini,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Colpayo,0,Vallese,"COLPAYO y VALLESE, FELIPE",Caballito,Comuna 6,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.3956416972535,-34.635551924135896,231,Plaza Florentino Ameghino,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Caseros,0,Monasterio,CASEROS AV. y MONASTERIO,Parque Patricios,Comuna 4,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4935678503523,-34.6288651031635,232,Plaza de la Bandera,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Av. Juan B Justo,0,Gaona,"JUSTO, JUAN B. AV. y GAONA AV.",Velez Sarsfield,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4923749154374,-34.6203615680964,233,Plaza Ciudad de Udine,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,Chivilcoy,0,Camarones,CHIVILCOY y CAMARONES,Floresta,Comuna 10,"Para entregar los materiales, éstos deben estar limpios y secos"
-58.4826517468136,-34.635538870037195,234,Plaza Coronel Ramón Falcón,Punto Verde Con Atención,punto_verde_con_atencion,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,"FALCON, RAMON L.,CNEL.",0,"BENEDETTI, OSVALDO E., DIP.NAC.",,,,"Para entregar los materiales, éstos deben estar limpios y secos"
